id;origen;fuente;no_enviar_email;no_llamar;compra;visitas_total;tiempo_en_site_total;paginas_vistas_visita;ult_actividad;ambito;ocupacion;conociste_google;conociste_revista;conociste_periodico;conociste_youtube;conociste_facebook;conociste_referencias;score_actividad;score_perfil;descarga_lm
650612;Landing Page Submission;Google;No;No;0;2;250;2;Had a Phone Conversation;Marketing Management;;No;No;No;No;No;No;13;17;No
650609;Landing Page Submission;Direct Traffic;No;No;0;4;171;2;Email Opened;Select;Unemployed;No;No;No;No;No;No;15;16;Yes
650591;API;Organic Search;No;No;0;13;78;2.17;Page Visited on Website;;;No;No;No;No;No;No;15;16;No
650568;Landing Page Submission;Google;No;No;0;7;60;3.5;Page Visited on Website;Marketing Management;Unemployed;No;No;No;No;No;No;11;20;No
650534;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No
650514;API;Referral Sites;No;No;0;2;494;2;Email Opened;Select;Unemployed;No;No;No;No;No;No;13;13;No
650511;API;Google;No;No;1;11;1551;2.75;SMS Sent;Select;Unemployed;No;No;No;No;No;No;16;15;No
650507;API;Google;No;No;1;2;1499;1;Email Opened;Select;Unemployed;No;No;No;No;No;No;16;15;No
650506;Landing Page Submission;Organic Search;No;No;0;8;266;8;Email Opened;Healthcare Management;Unemployed;No;No;No;No;No;No;14;15;No
650504;API;Google;No;No;1;6;1117;6;Email Opened;Finance Management;Unemployed;No;No;No;No;No;No;14;15;No
650488;Landing Page Submission;blog;No;No;0;4;677;4;Email Opened;Business Administration;;No;No;No;No;No;No;14;16;No
650484;API;Google;No;No;0;3;388;1.5;Chat Conversation;Select;Unemployed;No;No;No;No;No;No;17;15;No
650480;API;Google;No;No;0;14;63;2.8;Page Visited on Website;Business Administration;Businessman;No;No;No;No;No;No;13;14;No
650459;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No
650444;Landing Page Submission;Organic Search;No;No;0;3;519;3;Page Visited on Website;Banking, Investment And Insurance;Unemployed;No;No;No;No;No;No;15;17;Yes
650419;Landing Page Submission;Google;No;No;0;4;137;4;Visited Booth in Tradeshow;Finance Management;Unemployed;No;No;No;No;No;No;13;18;No
650408;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No
650398;API;Google;No;No;0;3;984;3;SMS Sent;Select;Unemployed;No;No;No;No;No;No;14;15;No
650389;Landing Page Submission;Google;No;No;1;3;1224;3;Email Opened;Marketing Management;Working Professional;No;No;No;No;No;No;15;17;No
650362;Landing Page Submission;Google;No;No;1;3;911;3;Email Opened;IT Projects Management;Unemployed;No;No;No;No;No;No;14;17;No
650338;Lead Add Form;Chat;No;No;1;2;1582;2;Page Visited on Website;Select;Unemployed;No;No;No;No;No;No;15;17;No
650330;Landing Page Submission;Direct Traffic;No;No;0;9;942;1.8;Email Opened;Finance Management;Unemployed;No;No;No;No;No;No;14;18;Yes
650328;Landing Page Submission;Direct Traffic;No;No;1;5;1534;2.5;Email Link Clicked;Finance Management;;No;No;No;No;No;No;13;16;Yes
650319;API;Google;No;No;1;2;1303;2;Converted to Lead;IT Projects Management;Working Professional;No;No;No;No;No;No;15;12;No
650316;API;Google;No;No;0;2;297;2;Form Submitted on Website;Human Resource Management;Unemployed;No;No;No;No;No;No;12;16;No
650311;Lead Add Form;Reference;No;No;1;0;0;0;SMS Sent;Select;Unemployed;No;No;No;No;No;No;15;17;No
650305;Landing Page Submission;Organic Search;No;No;1;7;1471;3.5;Email Opened;Travel and Tourism;Unemployed;No;No;No;No;No;No;15;18;Yes
650291;API;Google;No;No;1;4;1048;1.33;Email Opened;Operations Management;Working Professional;No;No;No;No;No;No;15;16;No
650278;Landing Page Submission;Google;No;No;1;4;610;4;Email Opened;Banking, Investment And Insurance;Unemployed;No;No;No;No;No;No;14;20;No
650274;API;Google;No;No;0;3;415;3;Converted to Lead;Marketing Management;Unemployed;No;No;No;No;No;No;13;15;No
650265;Landing Page Submission;Organic Search;No;No;0;3;560;3;SMS Sent;Rural and Agribusiness;;No;No;No;No;No;No;13;13;Yes
650258;Landing Page Submission;Google;No;No;1;2;1704;2;Form Submitted on Website;Finance Management;Unemployed;No;No;No;No;No;No;13;18;No
650238;Landing Page Submission;Direct Traffic;No;No;1;10;918;3.33;Email Opened;Finance Management;Working Professional;No;No;No;No;No;No;14;18;Yes
650231;Landing Page Submission;Google;No;No;0;5;28;2.5;SMS Sent;Marketing Management;Unemployed;No;No;No;No;No;No;11;18;No
650189;Landing Page Submission;Google;No;No;0;7;214;7;Email Opened;Marketing Management;;No;No;No;No;No;No;14;18;Yes
650170;Landing Page Submission;Google;No;No;0;10;1521;2.5;Page Visited on Website;Healthcare Management;Unemployed;No;No;No;No;No;No;14;14;No
650165;API;Organic Search;No;No;1;5;1418;5;Email Opened;Banking, Investment And Insurance;Working Professional;No;No;No;No;No;No;14;16;No
650153;Landing Page Submission;Direct Traffic;No;No;1;2;1613;2;Email Opened;Human Resource Management;Working Professional;No;No;No;No;No;No;15;18;Yes
650147;API;Referral Sites;No;No;0;8;51;4;Chat Conversation;Select;Unemployed;No;No;No;No;No;No;15;13;No
650133;Landing Page Submission;Google;No;No;1;4;950;4;Email Opened;Human Resource Management;Unemployed;No;No;No;No;No;No;15;18;No
650102;Landing Page Submission;Google;No;No;1;5;542;5;Email Opened;International Business;Unemployed;No;No;No;No;No;No;15;18;No
650095;API;Direct Traffic;No;No;1;3;492;3;Chat Conversation;Select;Unemployed;No;No;No;No;No;No;15;15;No
650088;API;Google;No;No;0;3;1293;3;Page Visited on Website;Select;Unemployed;No;No;No;No;No;No;14;15;No
650087;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;12;15;No
650025;Landing Page Submission;Direct Traffic;Yes;No;0;10;824;10;Page Visited on Website;Travel and Tourism;Unemployed;No;No;No;No;No;No;17;16;Yes
650012;Landing Page Submission;Organic Search;No;No;1;4;1058;2;Email Opened;Retail Management;Unemployed;No;No;No;No;No;No;14;20;Yes
649981;API;Organic Search;No;No;0;11;1166;2.2;Page Visited on Website;;;No;No;No;No;No;No;;;No
649980;Landing Page Submission;Direct Traffic;No;No;1;4;1541;4;Email Opened;Hospitality Management;Working Professional;No;No;No;No;No;No;15;17;Yes
649951;Landing Page Submission;Direct Traffic;No;No;0;3;388;3;SMS Sent;Finance Management;Unemployed;No;No;No;No;No;No;11;18;Yes
649947;Landing Page Submission;Organic Search;No;No;0;6;543;6;Email Opened;IT Projects Management;Unemployed;No;No;No;No;No;No;13;13;Yes
649941;API;Organic Search;No;No;1;11;1700;11;Email Opened;Healthcare Management;Businessman;No;No;No;No;No;No;16;12;No
649936;Landing Page Submission;Pay per Click Ads;No;No;0;3;125;3;Email Opened;Operations Management;Unemployed;No;No;No;No;No;No;14;17;No
649919;API;Organic Search;No;No;1;2;153;2;Email Link Clicked;Select;Unemployed;No;No;No;No;No;No;14;15;No
649892;Landing Page Submission;Direct Traffic;No;No;0;2;590;2;Email Opened;Operations Management;Unemployed;No;No;No;No;No;No;10;16;Yes
649879;Landing Page Submission;Direct Traffic;No;No;0;3;1829;3;Converted to Lead;Supply Chain Management;Unemployed;No;No;No;No;No;No;14;18;Yes
649867;API;Referral Sites;No;No;0;2;315;2;SMS Sent;Select;Unemployed;No;No;No;No;No;No;14;13;No
649862;API;Chat;No;No;1;2;1134;1;SMS Sent;Marketing Management;Student;No;No;No;No;No;No;15;16;No
649851;Landing Page Submission;Organic Search;No;No;0;8;186;8;SMS Sent;Travel and Tourism;Unemployed;No;No;No;No;No;No;10;14;Yes
649833;Landing Page Submission;Google;No;No;1;4;1346;2;Page Visited on Website;Media and Advertising;Unemployed;No;No;No;No;No;No;14;16;No
649774;Landing Page Submission;Google;Yes;No;0;5;129;1.67;Chat Conversation;Finance Management;;No;No;No;No;No;No;14;16;No
649773;API;Organic Search;No;No;1;5;912;2.5;Email Opened;Operations Management;Unemployed;No;No;No;No;No;No;13;16;Yes
649752;API;Organic Search;No;No;0;7;1052;7;Email Opened;Travel and Tourism;Unemployed;No;No;No;No;No;No;14;13;No
649735;API;Organic Search;No;No;0;6;1517;6;Email Opened;Select;Unemployed;No;No;No;No;No;No;14;15;No
649733;Landing Page Submission;Direct Traffic;No;No;0;3;277;3;Email Opened;Supply Chain Management;;No;No;No;No;No;No;14;17;No
649712;API;Organic Search;No;No;0;3;461;1.5;Converted to Lead;Select;Unemployed;No;No;No;No;No;No;13;15;No
649691;Landing Page Submission;Google;No;No;1;3;1995;3;Form Submitted on Website;IT Projects Management;Unemployed;No;No;No;No;No;No;14;14;No
649677;Lead Add Form;Reference;No;No;1;0;0;0;Email Link Clicked;Hospitality Management;Unemployed;No;No;No;No;No;No;14;16;No
649656;Landing Page Submission;Organic Search;No;No;0;3;183;3;SMS Sent;Operations Management;Unemployed;No;No;No;No;No;No;16;18;Yes
649619;API;Organic Search;No;No;1;4;1338;2;Email Opened;Select;Unemployed;No;No;No;No;No;No;15;15;No
649597;API;Chat;No;No;0;0;0;0;Email Link Clicked;Select;Unemployed;No;No;No;No;No;No;13;15;No
649586;API;Referral Sites;No;No;0;1;815;1;Converted to Lead;;;No;No;No;No;No;No;16;13;No
649562;Landing Page Submission;Direct Traffic;No;No;0;2;162;2;Email Opened;Finance Management;Unemployed;No;No;No;No;No;No;14;16;Yes
649555;API;Organic Search;No;No;0;5;391;2.5;Email Opened;;;No;No;No;No;No;No;15;15;No
649525;API;Referral Sites;No;No;0;3;192;1.5;Email Opened;Select;Unemployed;No;No;No;No;No;No;10;13;No
649514;API;Google;No;No;0;4;585;4;Email Opened;Select;Unemployed;No;No;No;No;No;No;13;15;No
649504;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No
649500;API;Organic Search;No;No;0;5;388;5;Email Opened;Marketing Management;Unemployed;No;No;No;No;No;No;14;14;No
649488;API;Google;No;No;1;3;837;3;Converted to Lead;Select;Unemployed;No;No;No;No;No;No;15;15;No
649474;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;16;15;No
649470;API;Google;No;No;1;10;764;10;Email Opened;Human Resource Management;Working Professional;No;No;No;No;No;No;16;16;No
649467;Landing Page Submission;Direct Traffic;No;No;0;5;1;5;Email Opened;Hospitality Management;Unemployed;No;No;No;No;No;No;13;13;Yes
649451;Landing Page Submission;Organic Search;No;No;1;6;1847;6;Email Opened;Travel and Tourism;Unemployed;No;No;No;No;No;No;15;14;Yes
649442;Landing Page Submission;Direct Traffic;No;No;1;3;954;3;SMS Sent;Business Administration;Unemployed;No;No;No;No;No;No;14;17;Yes
649430;API;Referral Sites;No;No;0;6;968;3;Page Visited on Website;;;No;No;No;No;No;No;17;13;No
649426;API;Organic Search;No;No;0;2;73;1;Chat Conversation;;;No;No;No;No;No;No;12;15;No
649417;API;Chat;No;No;1;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;16;15;No
649413;API;Organic Search;No;No;0;1;275;1;Converted to Lead;Operations Management;Unemployed;No;No;No;No;No;No;14;14;No
649409;Landing Page Submission;Direct Traffic;No;No;1;4;941;2;Email Opened;Marketing Management;Unemployed;No;No;No;No;No;No;15;18;Yes
649405;API;Google;No;No;0;3;326;3;Email Opened;;;No;No;No;No;No;No;12;15;No
649404;Landing Page Submission;Google;No;No;1;4;1758;4;SMS Sent;Finance Management;Unemployed;No;No;No;No;No;No;13;18;No
649401;Landing Page Submission;Google;No;No;1;7;152;3.5;Email Opened;Marketing Management;Unemployed;No;No;No;No;No;No;15;18;No
649398;API;Referral Sites;No;No;1;11;1863;5.5;SMS Sent;Select;Unemployed;No;No;No;No;No;No;16;13;No
649378;Landing Page Submission;Organic Search;Yes;No;1;8;1485;4;Unsubscribed;Finance Management;Unemployed;No;No;No;No;No;No;15;20;Yes
649359;API;Google;No;No;0;2;76;1;Email Opened;Select;Unemployed;No;No;No;No;No;No;15;15;No
649355;Landing Page Submission;Direct Traffic;Yes;No;0;2;190;2;Email Bounced;;Working Professional;No;No;No;No;No;No;13;18;No
649341;API;Organic Search;No;No;0;4;487;2;SMS Sent;Select;Unemployed;No;No;No;No;No;No;14;15;No
649339;Lead Add Form;Reference;No;No;0;0;0;0;Email Opened;Marketing Management;Unemployed;No;No;No;No;No;No;14;19;No
649338;Landing Page Submission;Referral Sites;No;No;1;6;1086;2;Email Opened;Supply Chain Management;Unemployed;No;No;No;No;No;No;15;15;Yes
649334;Landing Page Submission;Google;No;No;0;3;328;3;SMS Sent;Banking, Investment And Insurance;Unemployed;No;No;No;No;No;No;15;17;No
649332;Landing Page Submission;Google;No;No;0;7;1172;3.5;SMS Sent;Marketing Management;;No;No;No;No;No;No;14;18;Yes
649329;Landing Page Submission;Direct Traffic;No;No;0;7;219;2.33;Email Link Clicked;Human Resource Management;Unemployed;No;No;No;No;No;No;14;16;Yes
649320;Landing Page Submission;Direct Traffic;No;No;0;8;220;4;Email Opened;Select;Working Professional;No;No;No;No;No;No;12;18;No
649316;API;Referral Sites;No;No;1;5;865;1.67;Chat Conversation;Banking, Investment And Insurance;Unemployed;No;No;No;No;No;No;16;15;No
649293;API;Google;No;No;1;9;833;9;Page Visited on Website;Select;Unemployed;No;No;No;No;No;No;16;15;No
649262;API;Google;No;No;1;3;970;3;SMS Sent;Marketing Management;Unemployed;No;No;No;No;No;No;15;16;No
649259;Landing Page Submission;Direct Traffic;No;No;0;15;317;5;Email Opened;Finance Management;Unemployed;No;No;No;No;No;No;15;18;No
649252;Landing Page Submission;Direct Traffic;No;No;0;2;215;2;Email Opened;Business Administration;Unemployed;No;No;No;No;No;No;14;18;Yes
649244;API;Referral Sites;No;No;1;4;947;2;Chat Conversation;Select;Unemployed;No;No;No;No;No;No;15;13;No
649235;API;Google;No;No;1;7;1212;3.5;Email Opened;Marketing Management;Working Professional;No;No;No;No;No;No;15;16;No
649223;API;Google;No;No;1;2;235;2;SMS Sent;Marketing Management;Unemployed;No;No;No;No;No;No;15;16;No
649221;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No
649219;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No
649212;Landing Page Submission;Google;No;No;1;7;1665;3.5;SMS Sent;Marketing Management;Unemployed;No;No;No;No;No;No;14;20;Yes
649203;API;Referral Sites;No;No;0;4;145;4;Converted to Lead;Banking, Investment And Insurance;Unemployed;No;No;No;No;No;No;14;13;No
649186;Landing Page Submission;Direct Traffic;No;No;1;6;1377;6;SMS Sent;Marketing Management;Unemployed;No;No;No;No;No;No;16;18;No
649181;API;Google;No;No;0;5;470;5;Email Opened;Select;Unemployed;No;No;No;No;No;No;13;15;No
649156;API;Google;No;No;0;2;14;2;Page Visited on Website;Select;Unemployed;No;No;No;No;No;No;14;15;No
649152;Landing Page Submission;Direct Traffic;No;No;1;1;315;1;Converted to Lead;IT Projects Management;Unemployed;No;No;No;No;No;No;15;15;Yes
649138;API;Google;No;No;0;4;92;4;Email Opened;Select;Unemployed;No;No;No;No;No;No;13;15;No
649135;API;Direct Traffic;No;No;0;9;100;4.5;Email Opened;Select;Unemployed;No;No;No;No;No;No;14;14;No
649130;API;Organic Search;No;No;0;7;14;3.5;Email Opened;Select;Unemployed;No;No;No;No;No;No;13;15;No
649102;API;Referral Sites;No;No;0;2;417;2;Email Opened;Select;Unemployed;No;No;No;No;No;No;14;13;No
649095;Landing Page Submission;Google;No;No;0;4;14;4;Email Opened;Finance Management;;No;No;No;No;No;No;14;18;No
649091;Landing Page Submission;Google;No;No;0;7;1541;3.5;Email Opened;Marketing Management;;No;No;No;No;No;No;14;17;Yes
649082;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No
649080;API;Chat;No;No;1;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;15;15;No
649079;API;Google;Yes;No;0;1;233;1;Email Bounced;Marketing Management;Unemployed;No;No;No;No;No;No;13;14;No
649066;Landing Page Submission;Direct Traffic;No;No;1;2;321;2;Email Opened;Finance Management;Unemployed;No;No;No;No;No;No;15;20;No
649028;Landing Page Submission;Organic Search;No;No;0;4;61;4;Email Opened;International Business;Unemployed;No;No;No;No;No;No;14;17;No
649023;Landing Page Submission;Google;No;No;1;5;814;5;Chat Conversation;Marketing Management;Unemployed;No;No;No;No;No;No;15;17;No
649018;API;Google;No;No;0;8;1585;4;Email Opened;Select;Unemployed;No;No;No;No;No;No;13;15;No
649003;Landing Page Submission;Google;No;No;1;2;1089;2;Email Opened;Supply Chain Management;Unemployed;No;No;No;No;No;No;14;19;No
648999;API;Google;No;No;1;4;1394;4;Email Opened;Marketing Management;Unemployed;No;No;No;No;No;No;15;16;No
648993;Landing Page Submission;Google;No;No;1;3;1451;3;Email Opened;Finance Management;Unemployed;No;No;No;No;No;No;14;18;No
648992;API;Google;No;No;1;2;1137;2;Page Visited on Website;Select;Unemployed;No;No;No;No;No;No;11;15;No
648987;API;Referral Sites;No;No;0;5;320;5;Chat Conversation;Select;Unemployed;No;No;No;No;No;No;14;13;No
648983;Landing Page Submission;Google;No;No;1;3;1134;3;SMS Sent;Hospitality Management;Unemployed;No;No;No;No;No;No;15;15;No
648956;API;Chat;No;No;1;0;0;0;SMS Sent;Select;Unemployed;No;No;No;No;No;No;15;15;No
648948;API;Chat;Yes;No;0;0;0;0;Email Bounced;Select;Unemployed;No;No;No;No;No;No;13;15;No
648886;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No
648872;API;Organic Search;No;No;0;3;50;3;SMS Sent;Select;Unemployed;No;No;No;No;No;No;13;15;No
648834;API;Chat;No;No;1;0;0;0;SMS Sent;Select;Unemployed;No;No;No;No;No;No;16;15;No
648813;Lead Add Form;Reference;No;No;1;0;0;0;SMS Sent;Select;Unemployed;No;No;No;No;No;No;15;17;No
648798;API;Google;No;No;0;6;692;2;Chat Conversation;Marketing Management;;No;No;No;No;No;No;14;16;Yes
648765;API;Google;No;No;1;2;26;1;Email Opened;Select;Unemployed;No;No;No;No;No;No;14;15;No
648707;API;Organic Search;No;No;0;4;133;4;Email Opened;;;No;No;No;No;No;No;13;15;No
648706;API;Referral Sites;Yes;No;0;7;876;3.5;Email Bounced;Select;Unemployed;No;No;No;No;No;No;13;13;No
648700;Landing Page Submission;Direct Traffic;No;No;0;6;263;6;Email Opened;Human Resource Management;Student;No;No;No;No;No;No;17;18;Yes
648681;API;Chat;No;No;1;0;0;0;Email Opened;Media and Advertising;Unemployed;No;No;No;No;No;No;15;16;No
648670;Landing Page Submission;Direct Traffic;No;No;1;3;1826;3;SMS Sent;Operations Management;Unemployed;No;No;No;No;No;No;15;17;No
648641;API;Direct Traffic;No;No;0;10;21;3.33;Email Opened;;;No;No;No;No;No;No;14;15;No
648639;Landing Page Submission;Organic Search;No;No;1;5;957;5;SMS Sent;Banking, Investment And Insurance;Working Professional;No;No;No;No;No;No;15;16;Yes
648638;API;Chat;No;No;1;0;0;0;Email Opened;Marketing Management;Unemployed;No;No;No;No;No;No;16;17;No
648634;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No
648623;API;Direct Traffic;Yes;No;0;4;160;2;Email Bounced;;;No;No;No;No;No;No;15;15;No
648612;Landing Page Submission;Direct Traffic;No;No;0;6;1026;6;Email Opened;Healthcare Management;Unemployed;No;No;No;No;No;No;13;14;No
648605;Landing Page Submission;Google;No;No;1;4;776;4;Email Opened;Marketing Management;Unemployed;No;No;No;No;No;No;15;20;No
648588;Landing Page Submission;Google;No;No;0;2;121;2;Email Opened;Banking, Investment And Insurance;Unemployed;No;No;No;No;No;No;14;17;No
648540;Landing Page Submission;Direct Traffic;No;No;1;2;330;2;Email Opened;Supply Chain Management;Unemployed;No;No;No;No;No;No;13;17;Yes
648538;API;Referral Sites;No;No;0;6;462;6;Page Visited on Website;Select;Unemployed;No;No;No;No;No;No;12;13;No
648526;Landing Page Submission;Google;No;No;1;4;634;4;SMS Sent;Operations Management;Working Professional;No;No;No;No;No;No;14;16;Yes
648518;Landing Page Submission;Google;No;No;0;2;153;2;Converted to Lead;Business Administration;Working Professional;No;No;No;No;No;No;14;18;No
648494;API;Direct Traffic;No;No;0;3;129;3;Email Opened;Operations Management;Unemployed;No;No;No;No;No;No;13;16;Yes
648488;API;Direct Traffic;No;No;0;1;126;1;Converted to Lead;Select;Unemployed;No;No;No;No;No;No;14;15;No
648481;Landing Page Submission;Direct Traffic;No;No;0;2;1502;2;Email Opened;Retail Management;Unemployed;No;No;No;No;No;No;16;18;Yes
648466;API;Organic Search;No;No;0;1;225;1;Converted to Lead;;;No;No;No;No;No;No;11;15;No
648437;API;Google;No;No;0;2;1366;2;Converted to Lead;International Business;Unemployed;No;No;No;No;No;No;14;15;No
648434;Landing Page Submission;Organic Search;No;No;0;3;866;3;SMS Sent;Business Administration;Unemployed;No;No;No;No;No;No;11;17;Yes
648423;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No
648419;Landing Page Submission;Direct Traffic;No;No;0;4;1371;4;Email Opened;Operations Management;Unemployed;No;No;No;No;No;No;14;16;Yes
648386;API;Referral Sites;No;No;1;4;1521;4;SMS Sent;Select;Unemployed;No;No;No;No;No;No;14;13;No
648361;Landing Page Submission;Referral Sites;No;No;1;4;1653;2;Page Visited on Website;Business Administration;Unemployed;No;No;No;No;No;No;14;18;No
648360;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No
648331;API;Chat;No;No;1;0;0;0;Chat Conversation;Operations Management;Working Professional;No;No;No;No;No;No;16;16;No
648322;Landing Page Submission;Google;No;No;0;5;1362;5;Email Opened;International Business;Unemployed;No;No;No;No;No;No;13;17;No
648319;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No
648314;Landing Page Submission;Google;No;No;0;2;539;2;Unreachable;International Business;Unemployed;No;No;No;No;No;No;13;18;No
648310;Landing Page Submission;Google;No;No;0;3;359;3;Email Opened;Marketing Management;;No;No;No;No;No;No;14;18;No
648293;Landing Page Submission;Google;No;No;0;4;75;4;Email Link Clicked;Operations Management;Unemployed;No;No;No;No;No;No;13;17;No
648290;API;Referral Sites;No;No;1;2;848;2;Converted to Lead;Marketing Management;Unemployed;No;No;No;No;No;No;14;15;No
648284;Lead Add Form;Reference;No;No;1;;158;;;Banking, Investment And Insurance;Working Professional;No;No;No;No;No;No;14;20;No
648265;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No
648243;Landing Page Submission;Organic Search;No;No;0;4;35;2;Email Opened;Human Resource Management;Unemployed;No;No;No;No;No;No;12;17;Yes
648236;Landing Page Submission;Direct Traffic;No;No;1;2;1744;2;Email Opened;Media and Advertising;Unemployed;No;No;No;No;No;No;15;17;Yes
648231;Landing Page Submission;Google;No;No;1;5;1417;5;SMS Sent;Select;Unemployed;No;No;No;No;No;No;14;17;No
648219;Landing Page Submission;Google;No;No;0;2;277;2;Converted to Lead;IT Projects Management;Unemployed;No;No;No;No;No;No;13;15;No
648199;Landing Page Submission;Google;No;No;0;7;148;3.5;SMS Sent;Rural and Agribusiness;;No;No;No;No;No;No;13;13;Yes
648191;Landing Page Submission;Google;No;No;1;2;588;2;Email Opened;E-Business;Unemployed;No;No;No;No;No;No;15;20;No
648180;API;Google;No;No;0;1;803;1;Converted to Lead;;;No;No;No;No;No;No;16;15;No
648164;API;Chat;No;No;0;0;0;0;Email Link Clicked;;;No;No;No;No;No;No;17;15;No
648146;API;Google;No;No;0;1;20;1;Converted to Lead;;;No;No;No;No;No;No;11;15;No
648139;Lead Add Form;Reference;No;No;1;0;0;0;SMS Sent;Select;Unemployed;No;No;No;No;No;No;15;17;No
648136;Landing Page Submission;Organic Search;No;No;0;6;562;6;Unreachable;Human Resource Management;Unemployed;No;No;No;No;No;No;14;18;Yes
648130;Landing Page Submission;Direct Traffic;No;No;0;2;1995;2;Email Opened;Operations Management;Unemployed;No;No;No;No;No;No;11;17;Yes
648125;API;Google;No;No;0;2;343;2;Email Opened;Marketing Management;Unemployed;No;No;No;No;No;No;14;15;No
648109;Landing Page Submission;Google;No;No;0;6;240;6;Email Opened;Retail Management;;No;No;No;No;No;No;14;18;No
648086;API;Direct Traffic;Yes;No;0;20;808;2.86;Email Bounced;Supply Chain Management;Unemployed;No;No;No;No;No;No;15;14;Yes
648081;Landing Page Submission;Google;No;No;1;6;1712;6;Unreachable;IT Projects Management;Unemployed;No;No;No;No;No;No;15;15;No
648066;Landing Page Submission;Google;No;No;0;3;174;3;Unreachable;Human Resource Management;Unemployed;No;No;No;No;No;No;13;17;No
648060;Landing Page Submission;Google;No;No;0;5;343;2.5;Email Opened;Finance Management;;No;No;No;No;No;No;14;16;No
648044;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No
648037;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No
648033;API;Referral Sites;No;No;0;4;1412;4;Chat Conversation;;;No;No;No;No;No;No;15;13;No
648015;Landing Page Submission;Google;No;No;0;3;68;3;Page Visited on Website;Banking, Investment And Insurance;Unemployed;No;No;No;No;No;No;15;18;No
647974;Lead Import;Facebook;No;No;0;;93;;SMS Sent;;;No;No;No;No;No;No;14;15;No
647975;Lead Import;Facebook;No;No;0;;270;;SMS Sent;;;No;No;No;No;No;No;14;14;No
647976;Lead Import;Facebook;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;14;15;No
647977;Lead Import;Facebook;No;No;0;;214;;SMS Sent;;;No;No;No;No;No;No;14;15;No
647978;Lead Import;Facebook;No;No;0;;342;;SMS Sent;;;No;No;No;No;No;No;14;15;No
647979;Lead Import;Facebook;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;14;14;No
647980;Lead Import;Facebook;No;No;1;0;0;0;SMS Sent;Select;Unemployed;No;No;No;No;No;No;15;13;No
647981;Lead Import;Facebook;No;No;0;;1454;;SMS Sent;;;No;No;No;No;No;No;14;13;No
647982;Lead Import;Facebook;No;No;0;;256;;SMS Sent;;;No;No;No;No;No;No;14;14;No
647983;Lead Import;Facebook;No;No;1;0;0;0;SMS Sent;Select;Unemployed;No;No;No;No;No;No;14;13;No
647984;Lead Import;Facebook;No;No;0;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;14;14;No
647985;Lead Import;Facebook;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;14;14;No
647986;Lead Import;Facebook;No;No;0;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;13;14;No
647987;Lead Import;Facebook;No;No;0;;238;;;Select;Unemployed;No;No;No;No;No;No;13;14;No
647988;Lead Import;Facebook;No;No;0;;300;;;Select;Unemployed;No;No;No;No;No;No;13;13;No
647989;Lead Import;Facebook;No;No;0;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;14;14;No
647990;Lead Import;Facebook;No;No;1;;1542;;Email Bounced;Select;Unemployed;No;No;No;No;No;No;14;15;No
647991;Lead Import;Facebook;No;No;0;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;13;15;No
647992;Lead Import;Facebook;No;No;1;0;0;0;Email Opened;Human Resource Management;Working Professional;No;No;No;No;No;No;14;15;No
647993;Lead Import;Facebook;No;No;0;0;0;0;SMS Sent;Select;Unemployed;No;No;No;No;No;No;14;14;No
647994;Lead Import;Facebook;Yes;No;0;;574;;Email Bounced;Select;Unemployed;No;No;No;No;No;No;13;15;No
647995;Lead Import;Facebook;No;No;0;0;0;0;Email Opened;Supply Chain Management;Unemployed;No;No;No;No;No;No;13;15;No
